,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id
107,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-01-19 10:05:24.000000,2024-01-19 10:05:24,413.0,18.0,25.0,29.0,56.0,14.0,9.0,67.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,
108,anoncreds,https://github.com/hyperledger/anoncreds-spec,credentials,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],15,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-01-24 12:12:35.000000,2024-01-10 18:48:43,529.0,57.0,27.0,12.0,141.0,14.0,42.0,43.0,,,,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,
109,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],14,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-01-20 11:49:50.000000,2022-07-19 15:07:09,89.0,,155.0,37.0,94.0,30.0,102.0,952.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,
110,fedfm,https://github.com/fedidcg/FedCM,protocols,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2024-01-19 17:13:52.000000,2024-01-19 17:12:31,682.0,13.0,59.0,73.0,267.0,158.0,109.0,308.0,,,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,
111,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,protocols-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,14,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2024-02-05 20:16:40.000000,2024-01-25 08:13:52,628.0,22.0,20.0,8.0,50.0,8.0,15.0,72.0,,,13.0,47.0,47.0,12.0,,,0.0,3.0,,26.0,,,,,,,,,,,,,,,
112,bbs-signature,https://github.com/decentralized-identity/bbs-signature,credentials,The BBS Signature Scheme.,,['dif'],14,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-02-08 00:09:20.000000,2024-01-31 19:22:55,877.0,76.0,21.0,14.0,176.0,14.0,123.0,64.0,,,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,
113,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,14.0,14.0,37.0,,,,3.0,,,,,,,,,,,,,,,,,
114,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,protocols-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,14,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2024-02-08 08:14:50.000000,2024-01-23 10:05:09,662.0,42.0,12.0,6.0,73.0,4.0,10.0,46.0,2023-10-14 23:03:15,0.8.1,14.0,,,15.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,
115,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-infra,OIDC identity provider for digital identity.,,,14,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,1.0,6.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,31.0,3.0,waltid/idpkit,,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,724.0,,,,,,,,,,,
116,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,245.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,225.0,3.0,cogolabs/beyond,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17626.0,,,,,,,,,,,
117,web-access-control,https://github.com/solid/web-access-control-spec,protocols,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-02-01 21:47:30.000000,2024-02-01 21:47:23,457.0,4.0,22.0,30.0,41.0,27.0,45.0,117.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,
118,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,credentials,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-02-08 17:35:34.000000,2024-02-08 17:29:19,707.0,13.0,23.0,12.0,194.0,19.0,186.0,43.0,2023-12-11 17:33:14,draft-ietf-oauth-selective-disclosure-jwt-07,2.0,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,
119,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,8.0,8.0,47.0,,,,59.0,59.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,
120,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,protocols,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,55.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,
121,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2024-02-08 08:00:26.000000,2024-02-07 07:19:52,934.0,72.0,9.0,7.0,162.0,8.0,9.0,40.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,
122,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-11-21 15:13:51.000000,2023-10-02 22:37:32,194.0,,18.0,19.0,73.0,12.0,24.0,41.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,
123,keri,https://github.com/WebOfTrust/keri,protocols,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-01-25 18:44:46.000000,2024-01-25 18:44:46,249.0,5.0,13.0,10.0,24.0,1.0,3.0,38.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,
124,vlei,https://github.com/WebOfTrust/vLEI,credentials,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-01-29 00:06:27.000000,2023-11-22 14:33:11,88.0,3.0,11.0,9.0,35.0,21.0,27.0,24.0,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,
125,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,10,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,4.0,1.0,2.0,69.0,,6.0,,2023-11-24 22:29:54,1.2311242224.0,48.0,,,8.0,,,364.0,3.0,waltid/ssikit-web-wallet,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2548.0,,,,,,,,,,,
126,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,35.0,16.0,23.0,20.0,14.0,139.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,
127,kepler,https://github.com/spruceid/kepler,ssi-infra,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,
128,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,9,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-02-08 18:10:04.000000,2024-02-08 18:10:04,68.0,8.0,3.0,10.0,66.0,2.0,1.0,15.0,2023-06-19 17:55:50,1.0.0,2.0,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,
129,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,7,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2024-02-07 20:36:13.000000,2024-01-12 17:04:06,63.0,2.0,2.0,10.0,63.0,1.0,1.0,17.0,2023-06-20 20:22:25,1.0.0,2.0,,,5.0,,,,3.0,,,,,,,-2.0,,,,,,,,,,
130,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,,2024-02-08 16:35:10.372181,,,,,,,,,22.0,,,,,,,,,,3.0,cfssl/cfssl,,https://hub.docker.com/r/cfssl/cfssl,2024-02-08 16:35:10.372181,22.0,4099957.0,,,,,,,,,,,
131,vc-api,{},protocols,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
132,decentralized-web-node,{},protocols,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,didcomm-messaging,{},protocols,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
